nombre	inicio	final	longitud	producto
SAR2243	2242427	2243497	1070	putative potassium-transporting ATPase a chain
mtlA	2243815	2245017	1202	sensor kinase protein
SAR2245	2245178	2245616	438	response regulator protein
mtlF	2246273	2246410	137	putative helicase
mtlD	2246538	2246747	209	putative
fmtB	2246759	2247051	292	D-alanine--D-alanine ligase
SAR2252	2247217	2248701	1484	putative membrane protein
SAR2253	2248729	2249376	647	putative transposase (fragment)
SAR2254	2249989	2250861	872	hypothetical protein
rocF	2250947	2251588	641	hypothetical protein
SAR2256	2251590	2252381	791	conserved hypothetical protein (pseudogene)
SAR2259	2252365	2253195	830	putative cardiolipin synthetase
SAR2260	2253188	2253877	689	conserved hypothetical protein
SAR2261	2254140	2254412	272	putative membrane protein
SAR2262	2254402	2255097	695	putative thiamine-phosphate pyrophosphorylase
SAR2263	2255486	2255881	395	putative hydroxyethylthiazole kinase
SAR2264	2256075	2256515	440	putative phosphomethylpyrimidine kinase
SAR2265	2256572	2257012	440	transcriptional activator
SAR2266	2257046	2258311	1265	hypothetical protein
SAR2267	2258422	2258655	233	putative exported protein
SAR2268	2259534	2259938	404	putative single strand DNA-binding protein
SAR2269	2259958	2261370	1412	conserved hypothetical protein
SAR2270	2261392	2262258	866	putative hydroxymyristoyl-(acyl carrier protein)
SAR2271	2262289	2263797	1508	putative UDP-N-acetylglucosamine
SAR2272	2263819	2264358	539	putative membrane protein
asp23	2264358	2264879	521	ATP synthase epsilon chain
SAR2274	2265078	2265290	212	ATP synthase beta chain
SAR2275	2265333	2266061	728	ATP synthase gamma chain
opuD2	2266082	2266435	353	ATP synthase alpha chain
SAR2277	2266598	2267731	1133	putative ATP synthase delta chain
SAR2278	2267752	2268381	629	putative ATP synthase subunit b
SAR2279	2268409	2269647	1238	ATP synthase subunit c
lacG	2269674	2270198	524	ATP synthase subunit a
lacE	2270305	2270724	419	putative ATP synthase protein I
lacF	2270721	2271767	1046	UDP-GlcNAc 2-epimerase
lacD	2271851	2272687	836	uracil phosphoribosyltransferase
lacC	2272674	2273750	1076	serine hydroxymethyltransferase
lacB	2273751	2274350	599	conserved hypothetical protein
lacA	2274697	2274951	254	putative low molecular weight
lacR	2275069	2276385	1316	conserved hypothetical protein
SAR2288	2276632	2278059	1427	conserved hypothetical protein
SAR2289	2278297	2278635	338	peptide chain release factor 1
SAR2289a	2278721	2279980	1259	putative thymidine kinase
SAR2290	2280446	2281306	860	putative 50S ribosomal protein L31
SAR2291	2281524	2282045	521	transcription termination factor
hysA2	2282154	2283764	1610	aldehyde dehydrogenase family protein
SAR2293	2284100	2284630	530	conserved hypothetical protein
SAR2294	2284742	2285602	860	putative UDP-N-acetylglucosamine
SAR2295	2286026	2286829	803	putative tagatose-bisphosphate aldolase
SAR2296	2286955	2287626	671	conserved hypothetical protein
SAR2297	2288025	2289218	1193	putative CTP synthase
SAR2297a	2289218	2290402	1184	DNA-directed RNA polymerase delta subunit
SAR2297b	2290712	2291182	470	putative acetyltransferase
SAR2299	2291334	2291684	350	hypothetical protein
rpsI	2291698	2292999	1301	hypothetical protein
rplM	2293279	2293941	662	hypothetical protein
SAR2302	2294256	2294966	710	putative peptidase
SAR2303	2295087	2295530	443	autoinducer-2 production protein
SAR2304	2295730	2296143	413	putative membrane protein
SAR2305	2296592	2297965	1373	putative pyrimidine-nucleoside phosphorylase
SAR2306	2298638	2298868	230	putative deoxyribose-phosphate aldolase
SAR2307	2298899	2299837	938	putative purine nucleoside phosphorylase
rplQ	2300273	2300938	665	putative non-heme iron-containing ferritin
rpoA	2301090	2301410	320	conserved hypothetical protein
rpsK	2301412	2302392	980	hypothetical protein
rpsM	2302658	2303749	1091	putative membrane protein
rpmJ	2304037	2305684	1647	putative mannose-6-phosphate isomerase
infA	2306110	2306190	80	conserved hypothetical protein
adk	2306521	2306727	206	zinc and cobalt transport repressor protein
secY	2307489	2307581	92	zinc resistance protein
rplO	2307711	2308568	857	putative membrane protein
rpmD	2308636	2309418	782	putative transposase (pseudogene)
rpsE	2309650	2311455	1805	hypothetical protein
rplR	2311923	2312120	197	transposase (fragment)
rplF	2312136	2313674	1538	hypothetical protein
rpsH	2313709	2315841	2132	haloacid dehalogenase-like hydrolase
rpsN	2315853	2316287	434	ABC transporter ATP-binding protein
rplE	2316287	2317393	1106	glucosamine--fructose-6-phosphate
rplX	2317712	2324977	7265	hypothetical protein
rplN	2325364	2327010	1646	PTS system, mannitol-specific IIBC component
rpsQ	2327307	2328662	1355	putative transcriptional antiterminator
rpmC	2328689	2329621	932	PTS system, mannitol-specific IIA component
rplP	2329623	2330432	809	putative mannitol-1-phosphate 5-dehydrogenase
rpsC	2330622	2331530	908	putative surface anchored protein (pseudogene)
rplV	2337747	2338811	1064	putative transposase
rpsS	2338959	2340402	1443	putative phosphoglucosamine mutase
rplB	2340591	2341058	467	putative exported protein
rplW	2341186	2342529	1343	putative membrane protein
rplD	2342707	2343390	683	arginase
rplC	2343409	2344596	1187	conserved hypothetical protein
rpsJ	2344640	2345155	515	putative transport protein (pseudogene)
SAR2337	2345332	2345592	260	putative membrane protein
SAR2338	2345724	2347094	1370	putative transport protein
SAR2339	2347330	2348298	968	putative membrane protein
SAR2340	2348295	2349326	1031	putative UTP--glucose-1-phosphate
glcU	2349338	2350321	983	putative membrane protein
SAR2342	2350714	2351784	1070	conserved hypothetical protein
SAR2343	2351791	2353548	1757	putative membrane protein
SAR2344	2353535	2354728	1193	FecCD transport family protein
SAR2345	2354830	2356806	1976	FecCD transport family protein
fmhB	2356967	2357476	509	putative transport system binding lipoprotein
SAR2347	2357539	2357778	239	hypothetical protein
SAR2348	2357791	2358327	536	hypothetical protein
SAR2349	2358502	2360064	1562	putative membrane protein
SAR2350	2360372	2361379	1007	hypothetical protein
SAR2351	2361614	2362618	1004	alkaline shock protein 23
moaA	2362898	2363767	869	putative membrane protein
mobA	2364033	2365445	1412	putative membrane protein
moaD	2365463	2367175	1712	glycine betaine transporter 2
moaE	2367181	2367492	311	putative zinc-binding dehydrogenase
mobB	2367514	2368494	980	putative zinc-binding dehydrogenase
moeA	2368498	2369430	932	putative exported protein
moaC	2369443	2369958	515	6-phospho-beta-galactosidase
moaB	2369974	2370402	428	PTS system, lactose-specific IIBC component
moeB	2370769	2371524	755	PTS system, lactose-specific IIA component
modC	2371775	2372506	731	tagatose 1,6-diphosphate aldolase
modB	2372764	2373372	608	tagatose-6-phosphate kinase
modA	2373634	2373759	125	galactose-6-phosphate isomerase LacB subunit
SAR2364	2373980	2374828	848	galactose-6-phosphate isomerase LacA subunit
SAR2365	2374898	2375314	416	lactose phosphotransferase system repressor
SAR2366	2375721	2378147	2426	Sir2 family protein
SAR2367	2378207	2379061	854	hypothetical protein
SAR2368	2379272	2380087	815	hypothetical protein
SAR2369	2380382	2380807	425	aldo/keto reductase family protein
SAR2370	2381198	2381902	704	MerR family regulatory protein
SAR2371	2381939	2383603	1664	hyaluronate lyase precursor 2
ureA	2383883	2383999	116	peptidase family M23/M37 protein
ureB	2384073	2384255	182	hypothetical protein
ureC	2384592	2384675	83	putative exported protein
ureE	2385333	2386784	1451	conserved hypothetical protein
ureF	2387118	2387510	392	putative acetolactate synthase
ureG	2387530	2387967	437	hypothetical protein
ureD	2388216	2389010	794	hypothetical protein
sarR	2389015	2389821	806	hypothetical protein (fragment)
SAR2380	2389811	2390671	860	hypothetical protein
SAR2381	2390668	2391477	809	30S ribosomal protein S9
SAR2382	2391853	2392608	755	50S ribosomal protein L13
SAR2383	2392632	2393420	788	putative tRNA pseudouridine synthase
SAR2384	2393673	2394041	368	putative cobalt transport protein
SAR2385	2394058	2395002	944	ABC transporter ATP-binding protein
SAR2386	2395077	2395466	389	ABC transporter ATP-binding protein
SAR2387	2395490	2395855	365	putative insertion element protein
SAR2388	2395878	2395991	113	putative transposase
SAR2389	2396023	2396241	218	50S ribosomal protein L17
SAR2390	2396434	2397081	647	DNA-directed RNA polymerase alpha chain
SAR2391	2397098	2398390	1292	30S ribosomal protein S11
SAR2391a	2398390	2398830	440	30S ribosomal protein S13
SAR2392	2398847	2399026	179	50S ribosomal protein L36
SAR2393	2399043	2399543	500	translation initiation factor IF-1
SAR2394	2399564	2399923	359	adenylate kinase
SAR2395	2399954	2400490	536	preprotein translocase SecY subunit
SAR2396	2400515	2400913	398	50S ribosomal protein L15
SAR2397	2400945	2401130	185	50S ribosomal protein L30
SAR2398	2401153	2401692	539	30S ribosomal protein S5
SAR2399	2401719	2402036	317	50S ribosomal protein L18
SAR2400	2402072	2402440	368	50S ribosomal protein L6
SAR2401	2402472	2402735	263	30S ribosomal protein S8
SAR2402	2402759	2402968	209	30S ribosomal protein S14
SAR2403	2402958	2403392	434	50S ribosomal protein L5
SAR2404	2403395	2404048	653	50S ribosomal protein L24
SAR2407	2404072	2404425	353	50S ribosomal protein L14
SAR2408	2404454	2404732	278	30S ribosomal protein S17
SAR2409	2404799	2405632	833	50S ribosomal protein L29
SAR2410	2405665	2405940	275	50S ribosomal protein L16
SAR2411	2405940	2406563	623	30S ribosomal protein S3
SAR2412	2406590	2407252	662	50S ribosomal protein L22
SAR2413	2407280	2407588	308	30S ribosomal protein S19
hutI	2407939	2408334	395	50S ribosomal protein L2
hutU	2408527	2409861	1334	50S ribosomal protein L23
SAR2418	2409974	2412109	2135	50S ribosomal protein L4
fosB	2412296	2413183	887	50S ribosomal protein L3
SAR2420	2413364	2414227	863	30S ribosomal protein S10
SAR2421	2414646	2415554	908	putative membrane protein
SAR2422	2415687	2415851	164	xanthine/uracil permeases family protein
SAR2423	2416096	2416413	317	putative DNA topoisomerase
SAR2424	2416600	2419767	3167	acetyltransferase (GNAT) family protein
SAR2425	2419884	2421149	1265	glucose uptake protein
SAR2426	2421538	2421789	251	putative membrane protein
SAR2427	2421781	2422545	764	conserved hypothetical protein
SAR2428	2422708	2423148	440	putative membrane protein
SAR2428a	2423141	2424352	1211	AcrB/AcrD/AcrF family protein
SAR2428b	2424454	2424804	350	putative peptidoglycan pentaglycine interpeptide
SAR2429	2425381	2426403	1022	putative membrane protein
SAR2430	2426423	2427022	599	hypothetical protein
fni	2427029	2427262	233	MarR family regulatory protein
SAR2432	2427268	2427714	446	putative transporter protein
SAR2433	2427728	2428213	485	hypothetical protein
SAR2434	2428210	2429469	1259	putative molybdenum cofactor biosynthesis
SAR2435	2429532	2430026	494	putative molybdopterin-guanine dinucleotide
SAR2436	2430028	2430534	506	putative molybdopterin-synthase small subunit
SAR2437	2430563	2431567	1004	putative molybdopterin-synthase large subunit
SAR2438	2431735	2432340	605	putative molybdopterin-guanine dinucleotide
SAR2439	2432341	2433012	671	putative molybdenum cofactor biosynthesis
tcaB	2433026	2433808	782	putative molybdenum cofactor biosynthesis
tcaA	2434098	2434895	797	putative molybdenum cofactor biosynthesis
tcaR	2435066	2435836	770	putative molybdopterin synthase sulfurylase
SAR2444	2435908	2436462	554	putative molybdenum transport ATP-binding
SAR2445	2436583	2437524	941	putative molybdenum transport system permease
SAR2446	2437923	2438831	908	putative molybdate-binding lipoprotein
SAR2447	2439044	2440198	1154	FdhD/NarQ family protein
SAR2448	2440245	2440337	92	acetyltransferase (GNAT) family protein
SAR2449	2440413	2441318	905	BioY family protein
SAR2450	2441578	2441880	302	putative inosine-uridine preferring nucleoside
SAR2451	2441894	2442304	410	putative ferrichrome-binding lipoprotein
SAR2452	2442301	2444016	1715	conserved hypothetical protein
SAR2453	2444029	2444481	452	hypothetical protein
mqo1	2444474	2445163	689	putative membrane protein
lldP2	2445176	2445790	614	urease gamma subunit
SAR2456	2445790	2446626	836	urease beta subunit
SAR2457	2446815	2447162	347	urease alpha subunit
SAR2458	2447590	2447916	326	urease accessory protein UreE
SAR2459	2447980	2448723	743	urease accessory protein UreF
SAR2460	2448749	2450704	1955	urease accessory protein UreG
SAR2461	2451314	2452123	809	urease accessory protein UreD
SAR2462	2452192	2452386	194	staphylococcal accessory regulator A homologue
SAR2463	2452560	2453960	1400	hypothetical protein
SAR2464	2454055	2455137	1082	hypothetical protein
SAR2465	2455385	2455807	422	putative transcriptional regulator
scrA	2456044	2456535	491	putative exported protein
SAR2467	2456894	2457847	953	hypothetical protein
SAR2468	2457939	2459063	1124	putative Na+/H+ antiporter
SAR2469	2459728	2460504	776	putative dehydrogenase
SAR2470	2460526	2460777	251	putative membrane protein
SAR2471	2461053	2461526	473	putative exported protein
gltT	2461526	2464480	2954	putative D-isomer specific 2-hydroxyacid
SAR2473	2465082	2466029	947	putative monooxygenase
SAR2474	2466162	2466959	797	putative N-acetylmuramoyl-L-alanine amidase
SAR2475	2467344	2468036	692	putative membrane protein
narT	2468061	2468798	737	conserved hypothetical protein
SAR2477	2468847	2469176	329	putative bifunctional protein
SAR2480	2469621	2470493	872	putative exported protein
SAR2481	2470876	2472255	1379	inositol monophosphatase family protein
SAR2482	2472535	2472891	356	DeoR family regulatory protein
narI	2472888	2473073	185	putative membrane protein
narJ	2473169	2473360	191	hypothetical protein
narH	2473371	2474006	635	putative transcription regulator
narG	2474081	2474461	380	putative amino acid permease
SAR2487	2475266	2475796	530	putative membrane protein
nasE	2475862	2477466	1604	putative membrane protein
nasD	2477797	2478561	764	putative membrane protein
SAR2490	2478619	2479125	506	haloacid dehalogenase-like hydrolase
SAR2491	2479295	2480671	1376	sodium/bile acid symporter family protein
SAR2493	2480830	2481399	569	hypothetical protein
SAR2494	2481886	2482767	881	PTS system, arbutin-like IIBC component
SAR2495	2482878	2483090	212	putative transcription regulator
SAR2496	2484274	2485512	1238	hypothetical protein
SAR2497	2485512	2487173	1661	putative transport protein
SAR2498	2487333	2488217	884	putative membrane protein
SAR2499	2488459	2488878	419	putative short chain dehydrogenase
SAR2500	2489134	2490069	935	putative peptidase (pseudogene)
fmhA	2490347	2491606	1259	putative imidazolonepropionase
SAR2502	2491672	2492358	686	urocanate hydratase
SAR2503	2492529	2493182	653	LysR family regulatory protein
SAR2504	2493418	2494437	1019	putative fosfomycin resistance protein
SAR2505	2494467	2494793	326	arginase family protein
SAR2506	2495011	2496243	1232	putative membrane protein
SAR2507	2496236	2497135	899	putative ribose 5-phosphate isomerase
sbi	2497368	2498015	647	conserved hypothetical protein
hlgA	2498007	2498129	122	putative aldose 1-epimerase
hlgC	2498195	2498326	131	putative membrane protein
hlgB	2498414	2499022	608	putative membrane protein
SAR2512	2499358	2500566	1208	ABC transporter ATP-binding protein
SAR2513	2500614	2501663	1049	putative membrane protein
SAR2514	2501694	2502641	947	hypothetical protein
bioB	2502738	2503229	491	hypothetical protein
bioA	2503226	2503645	419	putative 3-methylpurine glycosylase
SAR2517	2503753	2504673	920	putative permease
SAR2518	2504881	2505519	638	isopentenyl-diphosphate delta-isomerase
SAR2519	2505765	2507702	1937	CorA-like Mg2+ transporter protein
SAR2519a	2507715	2508362	647	hypothetical protein
SAR2520	2508483	2509037	554	hypothetical protein
SAR2521	2509128	2509358	230	hypothetical protein
SAR2522	2509792	2511000	1208	putative membrane protein
SAR2523	2511268	2512650	1382	putative transport protein
SAR2524	2512890	2513345	455	putative exported protein
SAR2525	2513540	2514508	968	TetR family regulatory protein
SAR2526	2514738	2515403	665	conserved hypothetical protein (fragment)
SAR2527	2515403	2516458	1055	teicoplanin resistance associated membrane
SAR2528	2516594	2517268	674	teicoplanin resistance associated membrane
SAR2529	2517261	2518634	1373	MarR family regulatory protein
SAR2530	2518797	2519240	443	putative membrane protein
SAR2531	2519237	2519692	455	ABC transporter ATP-binding protein
SAR2532	2519869	2520432	563	putative permease protein
SAR2533	2520566	2521294	728	response regulator protein
SAR2534	2521291	2522373	1082	sensor kinase protein
opuCD	2522500	2524035	1535	hypothetical protein
opuCC	2524359	2525957	1598	putative membrane protein
opuCB	2526274	2527947	1673	putative membrane protein
opuCA	2528101	2528730	629	ABC transporter ATP_binding protein
SAR2539	2529046	2529561	515	putative membrane protein
SAR2540	2529751	2530755	1004	putative malate:quinone oxidoreductase 1
SAR2541	2531321	2531722	401	putative L-lactate permease 2
SAR2542	2531758	2532792	1034	hypothetical protein
SAR2543	2533019	2533450	431	putative lipoprotein
SAR2544	2533656	2534933	1277	acetyltransferase (GNAT) family protein
SAR2545	2535094	2535717	623	putative zinc-binding dehydrogenase
SAR2546	2535763	2536707	944	putative acetyltransferase (GNAT) family
SAR2547	2536793	2538235	1442	pyridine nucleotide-disulphide oxidoreductase
SAR2548	2538418	2538801	383	putative membrane protein
SAR2549	2540289	2542394	2105	putative membrane protein
opp-1F	2542465	2542887	422	TetR family regulatory protein
opp-1D	2543165	2543521	356	CorA-like Mg2+ transporter protein
opp-1C	2543734	2545380	1646	PTS system, sucrose-specific IIBC component
opp-1B	2545682	2546959	1277	conserved hypothetical protein
opp-1A	2547141	2547506	365	AraC family regulatory protein
SAR2555	2547903	2548349	446	conserved hypothetical protein
SAR2556	2548573	2548995	422	putative exported protein
SAR2557	2549103	2550272	1169	putative transposase
SAR2558	2550781	2551695	914	putative proton/sodium-glutamate symport
SAR2559	2551674	2551958	284	putative exported protein
SAR2560	2552668	2553321	653	MarR family regulatory protein
SAR2561	2553344	2554378	1034	putative small heat shock protein
SAR2562	2554402	2554854	452	nitrite transport protein
SAR2563	2554874	2555551	677	conserved hypothetical protein
SAR2565	2555544	2556119	575	MerR family regulatory protein (pseudogene)
SAR2566	2556112	2557671	1559	putative response regulator
SAR2567	2557661	2561350	3689	putative histidine kinase
SAR2568	2561657	2562634	977	hypothetical protein
SAR2569	2562625	2562939	314	putative nitrate reductase gamma chain
SAR2570	2562943	2565348	2405	respiratory nitrate reductase delta chain
SAR2573	2565394	2566146	752	nitrate reductase beta chain
SAR2574	2566374	2566910	536	nitrate reductase alpha chain
SAR2575	2567378	2568202	824	tetrapyrrole (corrin/porphyrin) methylase family
SAR2576	2568405	2568587	182	assimilatory nitrite reductase small subunit
SAR2577	2568673	2569140	467	nitrite reductase large subunit
SAR2578	2569326	2570873	1547	conserved hypothetical protein
gtaB	2571166	2571432	266	acetyltransferase (GNAT) family protein
fnbA	2571432	2571683	251	putative nitrite transporter
SAR2581	2571954	2572553	599	putative membrane protein
gntP	2572572	2572934	362	hypothetical protein
gntK	2573189	2574439	1250	putative solute binding lipoprotein
gntR	2574532	2575263	731	conserved hypothetical protein
SAR2585	2575260	2575979	719	conserved hypothetical protein
SAR2586	2575960	2576739	779	putative lipoprotein
SAR2587	2576860	2578299	1439	putative lipoprotein
SAR2588	2578730	2579416	686	FemAB family protein
SAR2589	2579743	2580609	866	ABC transporter ATP-binding protein
SAR2590	2581308	2582621	1313	transport system membrane protein
SAR2591	2583157	2584086	929	extracellular solute-binding lipoprotein
SAR2592	2584636	2585583	947	putative transport system protein
SAR2593	2585585	2586562	977	putative phosphoglycerate mutase
SAR2594	2586614	2587081	467	cation efflux family protein
SAR2595	2587092	2587784	692	IgG-binding protein
SAR2596	2587795	2588910	1115	gamma-hemolysin component A precursor
SAR2597	2588888	2589895	1007	gamma-hemolysin component C precursor
SAR2598	2589897	2591255	1358	gamma-hemolysin component C precursor
SAR2599	2591233	2591919	686	putative membrane protein
SAR2600	2592372	2594105	1733	putative 6-carboxyhexanoate--CoA ligase
SAR2601	2594130	2595914	1784	putative 8-amino-7-oxononanoate synthase
SAR2602	2596407	2596514	107	putative biotin synthase
ddh	2596545	2596799	254	putative
SAR2607	2596782	2597168	386	putative dethiobiotin synthetase
srtA	2597436	2598578	1142	ABC transporter ATP-binding protein
SAR2609	2598638	2599297	659	ABC transporter ATP-binding protein
SAR2610	2599479	2600690	1211	hypothetical protein
SAR2611	2600813	2601286	473	hypothetical protein
SAR2612	2601399	2602055	656	putative membrane protein
SAR2613	2602118	2602924	806	putative glycerate kinase
SAR2614	2603209	2604618	1409	putative membrane protein
SAR2615	2604756	2606834	2078	putative transporter protein
SAR2616	2606974	2608803	1829	hypothetical protein
SAR2617	2609035	2610534	1499	hypothetical protein
glcB	2610641	2611492	851	hypothetical protein
SAR2619	2611814	2612749	935	putative amino acid permease
SAR2620	2612975	2614375	1400	sodium/hydrogen exchanger family protein
SAR2621	2614669	2615364	695	putative membrane protein
SAR2622	2615364	2616305	941	putative exported protein
SAR2623	2616322	2616957	635	hypothetical protein
SAR2624	2616954	2618180	1226	putative ketopantoate reductase
mvaA	2618850	2619449	599	putative transport protein
mvaS	2619630	2621267	1637	putative glycine betaine/carnitine/choline
SAR2627	2621574	2622926	1352	putative glycine
clpL	2622988	2624175	1187	putative glycine betaine/carnitine/choline
SAR2629	2624569	2625345	776	putative glycine betaine/carnitine/choline
SAR2630	2625338	2626000	662	conserved hypothetical protein
SAR2631	2626346	2627422	1076	putative amino acid permease
SAR2632	2627660	2628115	455	putative carboxylesterase
SAR2633	2628283	2629860	1577	putative transport protein
SAR2634	2630056	2630805	749	putative membrane protein
SAR2635	2631029	2632222	1193	ABC transporter ATP-binding protein
SAR2636	2632234	2632983	749	conserved hypothetical protein
copA	2632976	2633791	815	putative lipoprotein
SAR2639	2633788	2634657	869	putative membrane protein
SAR2640	2634654	2635589	935	putative membrane protein
SAR2641	2635602	2637200	1598	putative transport protein
crtN	2637343	2638644	1301	oligopeptide transporter putative ATPase domain
crtM	2638637	2639455	818	oligopeptide transporter putative ATPase domain
SAR2646	2639466	2640287	821	oligopeptide transporter putative membrane
SAR2647	2640989	2641756	767	oligopeptide transporter putative membrane
ssaA	2641857	2642675	818	oligopeptide transporter putative substrate
SAR2649	2642910	2644448	1538	conserved hypothetical protein
isaA	2644560	2644982	422	conserved hypothetical protein
SAR2651	2645435	2645848	413	conserved hypothetical protein
SAR2652	2645866	2646285	419	conserved hypothetical protein
SAR2653	2646537	2646878	341	putative short chain dehydrogenase
SAR2654	2646990	2647400	410	putative transport protein
SAR2655	2647678	2648100	422	conserved hypothetical protein
SAR2656	2648352	2649047	695	putative membrane protein
SAR2657	2649346	2649627	281	putative membrane protein
SAR2658	2649885	2650076	191	putative membrane protein (pseudogene)
SAR2659	2650637	2651431	794	putative exported protein
SAR2660	2651541	2652292	751	putative exported protein
SAR2661	2652402	2653178	776	putative short chain dehydrogenase
SAR2662	2653482	2656343	2861	hypothetical protein
SAR2663	2656345	2656737	392	hypothetical protein
SAR2664	2657004	2658662	1658	putative exported protein
SAR2665	2658946	2659212	266	putative exported protein (pseudogene)
SAR2666	2659356	2659664	308	putative lipoprotein
SAR2667	2659791	2660657	866	putative helicase
SAR2668	2660837	2663734	2897	putative NUDIX hydrolase
SAR2669	2663869	2664069	200	putative phosphomannomutase
SAR2670	2664202	2665560	1358	putative exported protein
SAR2671	2665677	2667230	1553	putative membrane protein
SAR2672	2667255	2667935	680	UTP--glucose-1-phosphate uridylyltransferase
SAR2673	2668122	2668853	731	fibronectin-binding protein precursor
SAR2674	2669018	2669710	692	hypothetical protein
panD	2669941	2670429	488	putative gluconate permease
panC	2670496	2672319	1823	putative gluconokinase
panB	2672796	2674073	1277	gluconate operon transcriptional repressor
SAR2678	2674624	2675235	611	MerR family regulatory protein
SAR2679	2675466	2676083	617	conserved hypothetical protein
ldh2	2676080	2677060	980	hypothetical protein
SAR2681	2677159	2678571	1412	putative membrane protein
SAR2682	2679257	2679952	695	putative transporter protein
SAR2683	2679954	2680724	770	DedA family protein
fda	2681229	2683193	1964	putative LysE type translocator
mqo2	2683537	2684616	1079	putative fatty acid desaturase
SAR2686	2684721	2685317	596	putative transcriptional regulator
SAR2687	2685336	2686304	968	ABC transporter ATP-binding protein
SAR2688	2686382	2686816	434	putative membrane protein
SAR2689	2687033	2687326	293	conserved hypothetical protein
cudB	2687501	2688307	806	putative membrane protein
cudA	2688428	2688820	392	putative phospholipase/carboxylesterase
SAR2692	2689369	2690361	992	putative dioxygenase
cudT	2690769	2691193	424	MarR family regulatory protein
nrdG	2691460	2692260	800	acetyltransferase (GNAT) family protein
nrdD	2692490	2693110	620	glyoxalase/bleomycin resistance
SAR2696	2693304	2693795	491	nitroreductase family protein (pseudogene)
SAR2697	2694594	2695493	899	D-specific D-2-hydroxyacid dehydrogenase
cysJ	2695507	2696187	680	putative transposase (fragment)
SAR2699	2696190	2697233	1043	putative haloacid dehalogenase-like hydrolase
SAR2700	2697783	2697986	203	sortase A
SAR2701	2698179	2699105	926	acetyltransferase (GNAT) family protein
SAR2702	2699186	2700154	968	putative L-serine dehydratase, alpha chain
SAR2703	2700275	2700631	356	putative L-serine dehydratase, beta chain
SAR2704	2700673	2701083	410	putative membrane protein
phoB	2701463	2703529	2066	putative membrane protein
SAR2706a	2703829	2705568	1739	putative membrane protein
SAR2707	2705608	2706297	689	putative exported protein
SAR2708	2706290	2706685	395	conserved hypothetical protein
clfB	2706899	2707777	878	hypothetical protein
SAR2710	2707944	2708162	218	PTS system, glucose-specific IIABC component
arcC	2708550	2708981	431	thiamine pyrophosphate enzyme
arcD	2709121	2710401	1280	putative membrane protein
arcB	2710656	2711822	1166	putative membrane protein
arcA	2711993	2712514	521	LysR family regulatory protein
SAR2715	2712877	2714982	2105	hypothetical protein
aur	2715052	2715222	170	putative exported protein
isaB	2715235	2717229	1994	3-hydroxy-3-methylglutaryl-coenzyme A reductase
SAR2718	2717241	2717468	227	3-hydroxy-3-methylglutaryl coenzyme A synthase
SAR2719	2717683	2720172	2489	putative 6-O-methylguanine DNA
SAR2720	2720317	2720865	548	putative ATP-dependent protease ATP-binding
pmi	2721221	2722765	1544	putative membrane protein
SAR2722	2722955	2723554	599	putative ferrous iron transport protein B
SAR2723	2723784	2723984	200	hypothetical protein
SAR2724	2724224	2726632	2408	putative transport protein
sasF	2727453	2727659	206	TetR family regulatory protein
SAR2726	2727749	2728747	998	aldehyde dehydrogenase family protein
SAR2727	2728770	2729924	1154	putative acetyltransferase
SAR2728	2730351	2731859	1508	putative exported protein
SAR2729	2731871	2732449	578	putative copper importing ATPase A
SAR2730	2732771	2733898	1127	putative heavy-metal-associated protein
SAR2733	2733904	2735397	1493	D-isomer specific 2-hydroxyacid dehydrogenase
sasA	2735390	2735887	497	putative aminotransferase
SAR2735	2736059	2736826	767	squalene synthase
SAR2738	2737187	2738998	1811	squalene desaturase (pseudogene)
SAR2739	2739685	2740386	701	putative glycosyl transferase
SAR2740	2740994	2742049	1055	putative phytoene dehydrogenase related protein
SAR2741	2742460	2743029	569	putative membrane protein
SAR2742	2743227	2743727	500	secretory antigen precursor
SAR2743	2743947	2744177	230	putative membrane protein
SAR2744	2744340	2744717	377	immunodominant antigen A
SAR2745	2744734	2745555	821	putative membrane protein
icaR	2745574	2745873	299	TetR family regulatory protein
icaA	2746004	2746561	557	hypothetical protein
icaD	2746554	2747258	704	conserved hypothetical protein
icaB	2747356	2748366	1010	putative glyoxalase
icaC	2748386	2749216	830	conserved hypothetical protein
SAR2752	2749363	2750253	890	hypothetical protein
lip	2750353	2751699	1346	TetR family regulatory protein
hisIE	2751687	2752793	1106	putative short chain dehydrogenase
hisF	2753126	2753422	296	conserved hypothetical protein
hisA	2753410	2753778	368	putative hydrolase
hisH	2753793	2754071	278	cobalamin synthesis protein/P47K family protein
hisB	2754408	2755274	866	putative membrane protein
SAR2759	2755492	2756556	1064	hypothetical protein
hisD	2756711	2756986	275	conserved hypothetical protein
hisG	2757172	2757894	722	hypothetical protein
SAR2762	2758250	2758699	449	hypothetical protein
SAR2763	2758780	2759367	587	conserved hypothetical protein
SAR2764	2759510	2761192	1682	putative dihydroorotate dehydrogenase
SAR2765	2761321	2761704	383	putative membrane protein
SAR2766	2761706	2762557	851	conserved hypothetical protein
SAR2767	2762550	2763368	818	conserved hypothetical protein
SAR2768	2763441	2764301	860	putative DNA-binding protein
SAR2769	2764387	2765091	704	conserved hypothetical protein
drp35	2765369	2766328	959	putative aspartate 1-decarboxylase precursor
SAR2771	2767014	2768462	1448	putative pantoate--beta-alanine ligase
